service_code,origin_iso2,dest_iso2,min_weight_kg,max_weight_kg,band_type,price,price_per_kg,min_charge,zone_label
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.3,1.3,FIXED,29.100544787035645,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.4,1.4,FIXED,30.89827731541985,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.5,1.5,FIXED,32.696009843804056,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.6,1.6,FIXED,34.49374237218827,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.7,1.7,FIXED,36.291474900572474,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.8,1.8,FIXED,38.08920742895668,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,1.9,1.9,FIXED,39.886939957340886,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,2.0,2.0,FIXED,41.68467248572511,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,2.5,2.5,FIXED,41.95739975845238,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,3.0,3.0,FIXED,42.230127031179656,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,3.5,3.5,FIXED,43.37024151327273,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,4.0,4.0,FIXED,45.72008887199999,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,4.5,4.5,FIXED,48.06993623072727,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,5.0,5.0,FIXED,50.419783589454546,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,6.0,6.0,FIXED,55.110465089727285,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,7.0,7.0,FIXED,59.80114659,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,8.0,8.0,FIXED,64.49182809027273,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,9.0,9.0,FIXED,69.17349637336362,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,10.0,10.0,FIXED,73.85516465645455,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,11.0,11.0,FIXED,78.53683293954548,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,12.0,12.0,FIXED,83.22751443981818,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,13.0,13.0,FIXED,87.9091827229091,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,14.0,14.0,FIXED,92.59986422318184,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,15.0,15.0,FIXED,97.29955894063637,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,16.0,16.0,FIXED,101.99925365809091,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,17.0,17.0,FIXED,106.69894837554546,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,18.0,18.0,FIXED,111.41666952736365,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,19.0,19.0,FIXED,116.14340389636365,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CI,20.0,20.0,FIXED,120.87915148254547,,,CI
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.1,0.1,FIXED,7.989043424959338,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.2,0.2,FIXED,9.250762673518627,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.3,0.3,FIXED,10.521495139259732,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.4,0.4,FIXED,11.783214387819019,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.5,0.5,FIXED,13.044933636378307,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.6,0.6,FIXED,14.306652884937595,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.7,0.7,FIXED,15.56837213349688,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.8,0.8,FIXED,16.83009138205617,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,0.9,0.9,FIXED,18.09181063061546,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.0,1.0,FIXED,19.362543096356564,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.1,1.1,FIXED,20.624262344915852,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.2,1.2,FIXED,21.885981593475133,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.3,1.3,FIXED,23.14770084203443,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.4,1.4,FIXED,24.409420090593716,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.5,1.5,FIXED,25.671139339153004,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.6,1.6,FIXED,26.932858587712293,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.7,1.7,FIXED,28.19457783627158,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.8,1.8,FIXED,29.456297084830865,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,1.9,1.9,FIXED,30.71801633339016,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,2.0,2.0,FIXED,31.97973558194944,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,2.5,2.5,FIXED,38.66153357863637,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,3.0,3.0,FIXED,41.02039415454546,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,3.5,3.5,FIXED,43.37024151327273,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,4.0,4.0,FIXED,45.72008887199999,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,4.5,4.5,FIXED,48.06993623072727,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,5.0,5.0,FIXED,50.419783589454546,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,6.0,6.0,FIXED,55.110465089727285,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,7.0,7.0,FIXED,59.80114659,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,8.0,8.0,FIXED,64.49182809027273,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,9.0,9.0,FIXED,69.17349637336362,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,10.0,10.0,FIXED,73.85516465645455,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,11.0,11.0,FIXED,78.53683293954548,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,12.0,12.0,FIXED,83.22751443981818,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,13.0,13.0,FIXED,87.9091827229091,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,14.0,14.0,FIXED,92.59986422318184,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,15.0,15.0,FIXED,97.29955894063637,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,16.0,16.0,FIXED,101.99925365809091,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,17.0,17.0,FIXED,106.69894837554546,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,18.0,18.0,FIXED,111.41666952736365,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,19.0,19.0,FIXED,116.14340389636365,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CL,20.0,20.0,FIXED,120.87915148254547,,,CL
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.1,0.1,FIXED,7.509728012061493,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.2,0.2,FIXED,9.307460540445703,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.3,0.3,FIXED,11.114206286011731,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.4,0.4,FIXED,12.91193881439594,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.5,0.5,FIXED,14.709671342780148,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.6,0.6,FIXED,16.50740387116436,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.7,0.7,FIXED,18.305136399548562,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.8,0.8,FIXED,20.10286892793278,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,0.9,0.9,FIXED,21.900601456316984,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.0,1.0,FIXED,23.707347201883014,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.1,1.1,FIXED,25.505079730267223,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.2,1.2,FIXED,27.302812258651436,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.3,1.3,FIXED,29.100544787035645,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.4,1.4,FIXED,30.89827731541985,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.5,1.5,FIXED,32.696009843804056,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.6,1.6,FIXED,34.49374237218827,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.7,1.7,FIXED,36.291474900572474,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.8,1.8,FIXED,38.08920742895668,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,1.9,1.9,FIXED,39.886939957340886,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,2.0,2.0,FIXED,41.68467248572511,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,2.5,2.5,FIXED,41.95739975845238,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,3.0,3.0,FIXED,42.230127031179656,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,3.5,3.5,FIXED,43.37024151327273,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,4.0,4.0,FIXED,45.72008887199999,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,4.5,4.5,FIXED,48.06993623072727,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,5.0,5.0,FIXED,50.419783589454546,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,6.0,6.0,FIXED,55.110465089727285,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,7.0,7.0,FIXED,59.80114659,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,8.0,8.0,FIXED,64.49182809027273,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,9.0,9.0,FIXED,69.17349637336362,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,10.0,10.0,FIXED,73.85516465645455,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,11.0,11.0,FIXED,78.53683293954548,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,12.0,12.0,FIXED,83.22751443981818,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,13.0,13.0,FIXED,87.9091827229091,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,14.0,14.0,FIXED,92.59986422318184,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,15.0,15.0,FIXED,97.29955894063637,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,16.0,16.0,FIXED,101.99925365809091,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,17.0,17.0,FIXED,106.69894837554546,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,18.0,18.0,FIXED,111.41666952736365,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,19.0,19.0,FIXED,116.14340389636365,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CM,20.0,20.0,FIXED,120.87915148254547,,,CM
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.1,0.1,FIXED,7.170141887031627,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.2,0.2,FIXED,7.778049350460047,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.3,0.3,FIXED,8.394970031070287,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.4,0.4,FIXED,9.002877494498705,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.5,0.5,FIXED,9.610784957927125,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.6,0.6,FIXED,10.218692421355549,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.7,0.7,FIXED,10.826599884783967,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.8,0.8,FIXED,11.434507348212387,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,0.9,0.9,FIXED,12.042414811640807,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.0,1.0,FIXED,12.659335492251047,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.1,1.1,FIXED,13.267242955679468,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.2,1.2,FIXED,13.875150419107886,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.3,1.3,FIXED,14.483057882536306,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.4,1.4,FIXED,15.09096534596473,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.5,1.5,FIXED,15.69887280939315,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.6,1.6,FIXED,16.30678027282157,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.7,1.7,FIXED,16.914687736249988,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.8,1.8,FIXED,17.522595199678406,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,1.9,1.9,FIXED,18.130502663106828,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,2.0,2.0,FIXED,18.738410126535253,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,2.5,2.5,FIXED,37.50652451045455,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,3.0,3.0,FIXED,39.84379613181819,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,3.5,3.5,FIXED,42.172054536000005,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,4.0,4.0,FIXED,44.500312940181814,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,4.5,4.5,FIXED,46.82857134436363,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,5.0,5.0,FIXED,49.15682974854546,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,6.0,6.0,FIXED,53.804333339727286,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,7.0,7.0,FIXED,58.4518369309091,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,8.0,8.0,FIXED,63.09934052209092,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,9.0,9.0,FIXED,67.7378308960909,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,10.0,10.0,FIXED,72.37632127009093,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,11.0,11.0,FIXED,77.01481164409091,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,12.0,12.0,FIXED,81.66231523527273,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,13.0,13.0,FIXED,86.30080560927273,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,14.0,14.0,FIXED,90.94830920045457,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,15.0,15.0,FIXED,95.6048260088182,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,16.0,16.0,FIXED,100.26134281718183,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,17.0,17.0,FIXED,104.91785962554546,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,18.0,18.0,FIXED,109.59240286827274,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,19.0,19.0,FIXED,114.27595932818184,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CN,20.0,20.0,FIXED,118.96852900527273,,,CN
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.1,0.1,FIXED,7.451856480546694,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.2,0.2,FIXED,9.41662165944216,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.3,0.3,FIXED,11.390400055519445,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.4,0.4,FIXED,13.355165234414915,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.5,0.5,FIXED,15.319930413310384,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.6,0.6,FIXED,17.28469559220585,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.7,0.7,FIXED,19.249460771101315,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.8,0.8,FIXED,21.214225949996788,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,0.9,0.9,FIXED,23.178991128892253,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.0,1.0,FIXED,25.15276952496954,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.1,1.1,FIXED,27.117534703865005,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.2,1.2,FIXED,29.082299882760474,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.3,1.3,FIXED,31.04706506165594,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.4,1.4,FIXED,33.011830240551404,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.5,1.5,FIXED,34.97659541944687,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.6,1.6,FIXED,36.94136059834235,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.7,1.7,FIXED,38.906125777237804,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.8,1.8,FIXED,40.87089095613328,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,1.9,1.9,FIXED,42.83565613502874,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,2.0,2.0,FIXED,44.80042131392422,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,2.5,2.5,FIXED,45.07314858665149,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,3.0,3.0,FIXED,45.345875859378765,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,3.5,3.5,FIXED,45.61860313210604,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,4.0,4.0,FIXED,45.72008887199999,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,4.5,4.5,FIXED,48.06993623072727,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,5.0,5.0,FIXED,50.419783589454546,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,6.0,6.0,FIXED,55.110465089727285,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,7.0,7.0,FIXED,59.80114659,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,8.0,8.0,FIXED,64.49182809027273,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,9.0,9.0,FIXED,69.17349637336362,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,10.0,10.0,FIXED,73.85516465645455,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,11.0,11.0,FIXED,78.53683293954548,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,12.0,12.0,FIXED,83.22751443981818,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,13.0,13.0,FIXED,87.9091827229091,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,14.0,14.0,FIXED,92.59986422318184,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,15.0,15.0,FIXED,97.29955894063637,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,16.0,16.0,FIXED,101.99925365809091,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,17.0,17.0,FIXED,106.69894837554546,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,18.0,18.0,FIXED,111.41666952736365,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,19.0,19.0,FIXED,116.14340389636365,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CO,20.0,20.0,FIXED,120.87915148254547,,,CO
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.1,0.1,FIXED,7.49313012591696,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.2,0.2,FIXED,9.424136580956366,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.3,0.3,FIXED,11.36415625317759,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.4,0.4,FIXED,13.295162708216997,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.5,0.5,FIXED,15.226169163256403,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.6,0.6,FIXED,17.157175618295813,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.7,0.7,FIXED,19.08818207333522,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.8,0.8,FIXED,21.019188528374624,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,0.9,0.9,FIXED,22.950194983414033,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.0,1.0,FIXED,24.890214655635255,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.1,1.1,FIXED,26.821221110674667,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.2,1.2,FIXED,28.752227565714065,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.3,1.3,FIXED,30.68323402075348,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.4,1.4,FIXED,32.61424047579288,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.5,1.5,FIXED,34.54524693083229,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.6,1.6,FIXED,36.47625338587169,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.7,1.7,FIXED,38.407259840911095,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.8,1.8,FIXED,40.338266295950504,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,1.9,1.9,FIXED,42.26927275098991,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,2.0,2.0,FIXED,44.20027920602932,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,2.5,2.5,FIXED,44.473006478756595,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,3.0,3.0,FIXED,44.74573375148387,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,3.5,3.5,FIXED,45.018461024211135,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,4.0,4.0,FIXED,45.72008887199999,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,4.5,4.5,FIXED,48.06993623072727,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,5.0,5.0,FIXED,50.419783589454546,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,6.0,6.0,FIXED,55.110465089727285,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,7.0,7.0,FIXED,59.80114659,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,8.0,8.0,FIXED,64.49182809027273,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,9.0,9.0,FIXED,69.17349637336362,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,10.0,10.0,FIXED,73.85516465645455,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,11.0,11.0,FIXED,78.53683293954548,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,12.0,12.0,FIXED,83.22751443981818,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,13.0,13.0,FIXED,87.9091827229091,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,14.0,14.0,FIXED,92.59986422318184,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,15.0,15.0,FIXED,97.29955894063637,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,16.0,16.0,FIXED,101.99925365809091,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,17.0,17.0,FIXED,106.69894837554546,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,18.0,18.0,FIXED,111.41666952736365,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,19.0,19.0,FIXED,116.14340389636365,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,CR,20.0,20.0,FIXED,120.87915148254547,,,CR
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.1,0.1,FIXED,7.49313012591696,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.2,0.2,FIXED,9.424136580956366,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.3,0.3,FIXED,11.36415625317759,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.4,0.4,FIXED,13.295162708216997,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.5,0.5,FIXED,15.226169163256403,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.6,0.6,FIXED,17.157175618295813,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.7,0.7,FIXED,19.08818207333522,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.8,0.8,FIXED,21.019188528374624,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,0.9,0.9,FIXED,22.950194983414033,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,1.0,1.0,FIXED,24.890214655635255,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,1.1,1.1,FIXED,26.821221110674667,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,1.2,1.2,FIXED,28.752227565714065,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,1.3,1.3,FIXED,30.68323402075348,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,1.4,1.4,FIXED,32.61424047579288,,,DO
UPS_ECONOMY_DDU_EXPORT_FR,FR,DO,1.5,1.5,FIXED,34.54524693083229,,,DO
