service,zone,weight_kg,price_eur,package_type
EXPRESS_SAVER,12,18.0,193.92,Doc & Pkg
EXPRESS_SAVER,13,18.0,211.11,Doc & Pkg
EXPRESS_SAVER,703,18.0,42.58,Doc & Pkg
EXPRESS_SAVER,11,18.0,113.26,Doc & Pkg
EXPRESS_SAVER,12,18.0,136.88,Doc & Pkg
EXPRESS_SAVER,13,18.0,149.02,Doc & Pkg
EXPRESS_SAVER,703,18.0,42.58,Doc & Pkg
EXPRESS_SAVER,3,19.0,40.77,Doc & Pkg
EXPRESS_SAVER,4,19.0,60.46,Doc & Pkg
EXPRESS_SAVER,5,19.0,62.05,Doc & Pkg
EXPRESS_SAVER,8,19.0,197.68,Doc & Pkg
EXPRESS_SAVER,51,19.0,99.98,Doc & Pkg
EXPRESS_SAVER,52,19.0,104.2,Doc & Pkg
EXPRESS_SAVER,505,19.0,356.9,Doc & Pkg
EXPRESS_SAVER,6,19.0,69.14,Doc & Pkg
EXPRESS_SAVER,7,19.0,77.26,Doc & Pkg
EXPRESS_SAVER,8,19.0,197.68,Doc & Pkg
EXPRESS_SAVER,9,19.0,64.88,Doc & Pkg
EXPRESS_SAVER,10,19.0,84.0,Doc & Pkg
EXPRESS_SAVER,11,19.0,147.99,Doc & Pkg
EXPRESS_SAVER,12,19.0,203.06,Doc & Pkg
EXPRESS_SAVER,13,19.0,221.33,Doc & Pkg
EXPRESS_SAVER,703,19.0,43.79,Doc & Pkg
EXPRESS_SAVER,11,19.0,118.39,Doc & Pkg
EXPRESS_SAVER,12,19.0,143.34,Doc & Pkg
EXPRESS_SAVER,13,19.0,156.23,Doc & Pkg
EXPRESS_SAVER,703,19.0,43.79,Doc & Pkg
EXPRESS_SAVER,3,20.0,41.96,Doc & Pkg
EXPRESS_SAVER,4,20.0,62.41,Doc & Pkg
EXPRESS_SAVER,5,20.0,64.1,Doc & Pkg
EXPRESS_SAVER,8,20.0,206.63,Doc & Pkg
EXPRESS_SAVER,51,20.0,104.28,Doc & Pkg
EXPRESS_SAVER,52,20.0,108.71,Doc & Pkg
EXPRESS_SAVER,505,20.0,366.95,Doc & Pkg
EXPRESS_SAVER,6,20.0,71.63,Doc & Pkg
EXPRESS_SAVER,7,20.0,80.48,Doc & Pkg
EXPRESS_SAVER,8,20.0,206.63,Doc & Pkg
EXPRESS_SAVER,9,20.0,67.13,Doc & Pkg
EXPRESS_SAVER,10,20.0,87.47,Doc & Pkg
EXPRESS_SAVER,11,20.0,154.36,Doc & Pkg
EXPRESS_SAVER,12,20.0,212.24,Doc & Pkg
EXPRESS_SAVER,13,20.0,231.57,Doc & Pkg
EXPRESS_SAVER,703,20.0,44.99,Doc & Pkg
EXPRESS_SAVER,11,20.0,123.49,Doc & Pkg
EXPRESS_SAVER,12,20.0,149.81,Doc & Pkg
EXPRESS_SAVER,13,20.0,163.46,Doc & Pkg
EXPRESS_SAVER,703,20.0,44.99,Doc & Pkg
EXPRESS_SAVER,3,22.0,44.14,Doc & Pkg
EXPRESS_SAVER,4,22.0,67.04,Doc & Pkg
EXPRESS_SAVER,5,22.0,68.5,Doc & Pkg
EXPRESS_SAVER,8,22.0,225.79,Doc & Pkg
EXPRESS_SAVER,51,22.0,113.82,Doc & Pkg
EXPRESS_SAVER,52,22.0,119.22,Doc & Pkg
EXPRESS_SAVER,505,22.0,385.45,Doc & Pkg
EXPRESS_SAVER,6,22.0,76.27,Doc & Pkg
EXPRESS_SAVER,7,22.0,85.7,Doc & Pkg
EXPRESS_SAVER,8,22.0,225.79,Doc & Pkg
EXPRESS_SAVER,9,22.0,86.44,Doc & Pkg
EXPRESS_SAVER,10,22.0,112.44,Doc & Pkg
EXPRESS_SAVER,11,22.0,201.56,Doc & Pkg
EXPRESS_SAVER,12,22.0,230.37,Doc & Pkg
EXPRESS_SAVER,13,22.0,252.87,Doc & Pkg
EXPRESS_SAVER,703,22.0,47.18,Doc & Pkg
EXPRESS_SAVER,11,22.0,134.38,Doc & Pkg
EXPRESS_SAVER,12,22.0,162.61,Doc & Pkg
EXPRESS_SAVER,13,22.0,178.49,Doc & Pkg
EXPRESS_SAVER,703,22.0,47.18,Doc & Pkg
EXPRESS_SAVER,3,24.0,46.12,Doc & Pkg
EXPRESS_SAVER,4,24.0,71.34,Doc & Pkg
EXPRESS_SAVER,5,24.0,72.58,Doc & Pkg
EXPRESS_SAVER,8,24.0,243.98,Doc & Pkg
EXPRESS_SAVER,51,24.0,123.49,Doc & Pkg
EXPRESS_SAVER,52,24.0,129.17,Doc & Pkg
EXPRESS_SAVER,505,24.0,402.3,Doc & Pkg
EXPRESS_SAVER,6,24.0,80.57,Doc & Pkg
EXPRESS_SAVER,7,24.0,90.51,Doc & Pkg
EXPRESS_SAVER,8,24.0,243.98,Doc & Pkg
EXPRESS_SAVER,9,24.0,91.9,Doc & Pkg
EXPRESS_SAVER,10,24.0,119.43,Doc & Pkg
EXPRESS_SAVER,11,24.0,216.98,Doc & Pkg
EXPRESS_SAVER,12,24.0,247.43,Doc & Pkg
EXPRESS_SAVER,13,24.0,273.04,Doc & Pkg
EXPRESS_SAVER,703,24.0,49.17,Doc & Pkg
EXPRESS_SAVER,11,24.0,144.65,Doc & Pkg
EXPRESS_SAVER,12,24.0,174.65,Doc & Pkg
EXPRESS_SAVER,13,24.0,192.73,Doc & Pkg
EXPRESS_SAVER,703,24.0,49.17,Doc & Pkg
EXPRESS_SAVER,3,26.0,48.1,Doc & Pkg
EXPRESS_SAVER,4,26.0,75.64,Doc & Pkg
EXPRESS_SAVER,5,26.0,76.66,Doc & Pkg
EXPRESS_SAVER,8,26.0,262.12,Doc & Pkg
EXPRESS_SAVER,51,26.0,133.14,Doc & Pkg
EXPRESS_SAVER,52,26.0,139.16,Doc & Pkg
EXPRESS_SAVER,505,26.0,418.95,Doc & Pkg
EXPRESS_SAVER,6,26.0,84.88,Doc & Pkg
EXPRESS_SAVER,7,26.0,95.34,Doc & Pkg
EXPRESS_SAVER,8,26.0,262.12,Doc & Pkg
EXPRESS_SAVER,9,26.0,97.39,Doc & Pkg
EXPRESS_SAVER,10,26.0,126.4,Doc & Pkg
EXPRESS_SAVER,11,26.0,232.42,Doc & Pkg
EXPRESS_SAVER,12,26.0,264.51,Doc & Pkg
EXPRESS_SAVER,13,26.0,293.21,Doc & Pkg
EXPRESS_SAVER,703,26.0,51.15,Doc & Pkg
EXPRESS_SAVER,11,26.0,154.94,Doc & Pkg
EXPRESS_SAVER,12,26.0,186.71,Doc & Pkg
EXPRESS_SAVER,13,26.0,206.97,Doc & Pkg
EXPRESS_SAVER,703,26.0,51.15,Doc & Pkg
EXPRESS_SAVER,3,28.0,50.08,Doc & Pkg
EXPRESS_SAVER,4,28.0,79.95,Doc & Pkg
EXPRESS_SAVER,5,28.0,80.74,Doc & Pkg
EXPRESS_SAVER,8,28.0,280.24,Doc & Pkg
EXPRESS_SAVER,51,28.0,142.79,Doc & Pkg
EXPRESS_SAVER,52,28.0,149.11,Doc & Pkg
EXPRESS_SAVER,505,28.0,435.8,Doc & Pkg
EXPRESS_SAVER,6,28.0,89.16,Doc & Pkg
EXPRESS_SAVER,7,28.0,100.15,Doc & Pkg
EXPRESS_SAVER,8,28.0,280.24,Doc & Pkg
EXPRESS_SAVER,9,28.0,102.87,Doc & Pkg
EXPRESS_SAVER,10,28.0,133.38,Doc & Pkg
EXPRESS_SAVER,11,28.0,247.85,Doc & Pkg
EXPRESS_SAVER,12,28.0,281.57,Doc & Pkg
EXPRESS_SAVER,13,28.0,313.36,Doc & Pkg
EXPRESS_SAVER,703,28.0,53.14,Doc & Pkg
EXPRESS_SAVER,11,28.0,165.23,Doc & Pkg
EXPRESS_SAVER,12,28.0,198.76,Doc & Pkg
EXPRESS_SAVER,13,28.0,221.2,Doc & Pkg
EXPRESS_SAVER,703,28.0,53.14,Doc & Pkg
EXPRESS_SAVER,3,30.0,52.06,Doc & Pkg
EXPRESS_SAVER,4,30.0,84.25,Doc & Pkg
EXPRESS_SAVER,5,30.0,84.82,Doc & Pkg
EXPRESS_SAVER,8,30.0,298.41,Doc & Pkg
EXPRESS_SAVER,51,30.0,152.44,Doc & Pkg
EXPRESS_SAVER,52,30.0,159.1,Doc & Pkg
EXPRESS_SAVER,505,30.0,452.65,Doc & Pkg
EXPRESS_SAVER,6,30.0,93.47,Doc & Pkg
EXPRESS_SAVER,7,30.0,104.95,Doc & Pkg
EXPRESS_SAVER,8,30.0,298.41,Doc & Pkg
EXPRESS_SAVER,9,30.0,108.35,Doc & Pkg
EXPRESS_SAVER,10,30.0,140.35,Doc & Pkg
EXPRESS_SAVER,11,30.0,263.25,Doc & Pkg
EXPRESS_SAVER,12,30.0,298.65,Doc & Pkg
EXPRESS_SAVER,13,30.0,333.52,Doc & Pkg
EXPRESS_SAVER,703,30.0,55.15,Doc & Pkg
EXPRESS_SAVER,11,30.0,175.5,Doc & Pkg
EXPRESS_SAVER,12,30.0,210.81,Doc & Pkg
EXPRESS_SAVER,13,30.0,235.43,Doc & Pkg
EXPRESS_SAVER,703,30.0,55.15,Doc & Pkg
EXPRESS_SAVER,3,35.0,71.4,Doc & Pkg
EXPRESS_SAVER,4,35.0,111.58,Doc & Pkg
EXPRESS_SAVER,5,35.0,111.96,Doc & Pkg
EXPRESS_SAVER,8,35.0,398.38,Doc & Pkg
EXPRESS_SAVER,51,35.0,226.91,Doc & Pkg
EXPRESS_SAVER,52,35.0,233.51,Doc & Pkg
EXPRESS_SAVER,505,35.0,495.45,Doc & Pkg
EXPRESS_SAVER,6,35.0,122.83,Doc & Pkg
EXPRESS_SAVER,7,35.0,137.95,Doc & Pkg
EXPRESS_SAVER,8,35.0,398.38,Doc & Pkg
EXPRESS_SAVER,9,35.0,120.97,Doc & Pkg
EXPRESS_SAVER,10,35.0,160.05,Doc & Pkg
EXPRESS_SAVER,11,35.0,295.75,Doc & Pkg
EXPRESS_SAVER,12,35.0,393.79,Doc & Pkg
EXPRESS_SAVER,13,35.0,449.14,Doc & Pkg
EXPRESS_SAVER,703,35.0,75.26,Doc & Pkg
EXPRESS_SAVER,11,35.0,230.03,Doc & Pkg
EXPRESS_SAVER,12,35.0,275.65,Doc & Pkg
EXPRESS_SAVER,13,35.0,314.4,Doc & Pkg
EXPRESS_SAVER,703,35.0,75.26,Doc & Pkg
EXPRESS_SAVER,3,40.0,77.74,Doc & Pkg
EXPRESS_SAVER,4,40.0,122.07,Doc & Pkg
EXPRESS_SAVER,5,40.0,122.1,Doc & Pkg
EXPRESS_SAVER,8,40.0,445.6,Doc & Pkg
EXPRESS_SAVER,51,40.0,254.71,Doc & Pkg
EXPRESS_SAVER,52,40.0,262.11,Doc & Pkg
EXPRESS_SAVER,505,40.0,538.4,Doc & Pkg
EXPRESS_SAVER,6,40.0,135.69,Doc & Pkg
EXPRESS_SAVER,7,40.0,152.41,Doc & Pkg
EXPRESS_SAVER,8,40.0,445.6,Doc & Pkg
EXPRESS_SAVER,9,40.0,134.11,Doc & Pkg
EXPRESS_SAVER,10,40.0,178.68,Doc & Pkg
EXPRESS_SAVER,11,40.0,331.37,Doc & Pkg
EXPRESS_SAVER,12,40.0,441.27,Doc & Pkg
EXPRESS_SAVER,13,40.0,507.18,Doc & Pkg
EXPRESS_SAVER,703,40.0,81.63,Doc & Pkg
EXPRESS_SAVER,11,40.0,257.73,Doc & Pkg
EXPRESS_SAVER,12,40.0,308.89,Doc & Pkg
EXPRESS_SAVER,13,40.0,355.03,Doc & Pkg
EXPRESS_SAVER,703,40.0,81.63,Doc & Pkg
EXPRESS_SAVER,3,45.0,84.06,Doc & Pkg
EXPRESS_SAVER,4,45.0,132.57,Doc & Pkg
EXPRESS_SAVER,5,45.0,132.74,Doc & Pkg
EXPRESS_SAVER,8,45.0,492.85,Doc & Pkg
EXPRESS_SAVER,51,45.0,282.48,Doc & Pkg
EXPRESS_SAVER,52,45.0,290.7,Doc & Pkg
EXPRESS_SAVER,505,45.0,581.3,Doc & Pkg
EXPRESS_SAVER,6,45.0,148.56,Doc & Pkg
EXPRESS_SAVER,7,45.0,166.85,Doc & Pkg
EXPRESS_SAVER,8,45.0,492.85,Doc & Pkg
EXPRESS_SAVER,9,45.0,147.2,Doc & Pkg
EXPRESS_SAVER,10,45.0,197.24,Doc & Pkg
EXPRESS_SAVER,11,45.0,366.96,Doc & Pkg
EXPRESS_SAVER,12,45.0,488.73,Doc & Pkg
EXPRESS_SAVER,13,45.0,565.18,Doc & Pkg
EXPRESS_SAVER,703,45.0,87.99,Doc & Pkg
EXPRESS_SAVER,11,45.0,285.41,Doc & Pkg
EXPRESS_SAVER,12,45.0,342.11,Doc & Pkg
EXPRESS_SAVER,13,45.0,395.63,Doc & Pkg
EXPRESS_SAVER,703,45.0,87.99,Doc & Pkg
EXPRESS_SAVER,3,50.0,90.41,Doc & Pkg
EXPRESS_SAVER,4,50.0,143.05,Doc & Pkg
EXPRESS_SAVER,5,50.0,143.11,Doc & Pkg
EXPRESS_SAVER,8,50.0,540.13,Doc & Pkg
EXPRESS_SAVER,51,50.0,310.28,Doc & Pkg
EXPRESS_SAVER,52,50.0,319.29,Doc & Pkg
EXPRESS_SAVER,505,50.0,624.4,Doc & Pkg
EXPRESS_SAVER,6,50.0,161.43,Doc & Pkg
EXPRESS_SAVER,7,50.0,181.33,Doc & Pkg
EXPRESS_SAVER,8,50.0,540.13,Doc & Pkg
EXPRESS_SAVER,9,50.0,160.32,Doc & Pkg
EXPRESS_SAVER,10,50.0,215.86,Doc & Pkg
EXPRESS_SAVER,11,50.0,402.56,Doc & Pkg
EXPRESS_SAVER,12,50.0,536.15,Doc & Pkg
EXPRESS_SAVER,13,50.0,623.22,Doc & Pkg
EXPRESS_SAVER,703,50.0,94.38,Doc & Pkg
EXPRESS_SAVER,11,50.0,313.1,Doc & Pkg
EXPRESS_SAVER,12,50.0,375.3,Doc & Pkg
EXPRESS_SAVER,13,50.0,436.25,Doc & Pkg
EXPRESS_SAVER,703,50.0,94.38,Doc & Pkg
EXPRESS_SAVER,3,55.0,96.74,Doc & Pkg
EXPRESS_SAVER,4,55.0,153.54,Doc & Pkg
EXPRESS_SAVER,5,55.0,153.61,Doc & Pkg
EXPRESS_SAVER,8,55.0,587.43,Doc & Pkg
EXPRESS_SAVER,51,55.0,338.05,Doc & Pkg
EXPRESS_SAVER,52,55.0,347.92,Doc & Pkg
EXPRESS_SAVER,505,55.0,667.25,Doc & Pkg
EXPRESS_SAVER,6,55.0,174.28,Doc & Pkg
EXPRESS_SAVER,7,55.0,195.79,Doc & Pkg
EXPRESS_SAVER,8,55.0,587.43,Doc & Pkg
EXPRESS_SAVER,9,55.0,173.44,Doc & Pkg
EXPRESS_SAVER,10,55.0,234.47,Doc & Pkg
EXPRESS_SAVER,11,55.0,438.18,Doc & Pkg
EXPRESS_SAVER,12,55.0,583.62,Doc & Pkg
EXPRESS_SAVER,13,55.0,681.2,Doc & Pkg
EXPRESS_SAVER,703,55.0,100.72,Doc & Pkg
EXPRESS_SAVER,11,55.0,340.81,Doc & Pkg
EXPRESS_SAVER,12,55.0,408.53,Doc & Pkg
EXPRESS_SAVER,13,55.0,476.84,Doc & Pkg
EXPRESS_SAVER,703,55.0,100.72,Doc & Pkg
EXPRESS_SAVER,3,60.0,103.07,Doc & Pkg
EXPRESS_SAVER,4,60.0,164.01,Doc & Pkg
EXPRESS_SAVER,5,60.0,164.02,Doc & Pkg
EXPRESS_SAVER,8,60.0,634.73,Doc & Pkg
EXPRESS_SAVER,51,60.0,365.84,Doc & Pkg
EXPRESS_SAVER,52,60.0,376.51,Doc & Pkg
EXPRESS_SAVER,505,60.0,710.2,Doc & Pkg
EXPRESS_SAVER,6,60.0,187.13,Doc & Pkg
EXPRESS_SAVER,7,60.0,210.24,Doc & Pkg
EXPRESS_SAVER,8,60.0,634.73,Doc & Pkg
EXPRESS_SAVER,9,60.0,186.63,Doc & Pkg
EXPRESS_SAVER,10,60.0,253.06,Doc & Pkg
EXPRESS_SAVER,11,60.0,473.79,Doc & Pkg
EXPRESS_SAVER,12,60.0,631.04,Doc & Pkg
EXPRESS_SAVER,13,60.0,739.21,Doc & Pkg
EXPRESS_SAVER,703,60.0,107.09,Doc & Pkg
EXPRESS_SAVER,11,60.0,368.5,Doc & Pkg
EXPRESS_SAVER,12,60.0,441.73,Doc & Pkg
EXPRESS_SAVER,13,60.0,517.45,Doc & Pkg
EXPRESS_SAVER,703,60.0,107.09,Doc & Pkg
EXPRESS_SAVER,3,65.0,109.4,Doc & Pkg
EXPRESS_SAVER,4,65.0,174.48,Doc & Pkg
EXPRESS_SAVER,5,65.0,174.55,Doc & Pkg
EXPRESS_SAVER,8,65.0,681.99,Doc & Pkg
EXPRESS_SAVER,51,65.0,393.63,Doc & Pkg
EXPRESS_SAVER,52,65.0,405.1,Doc & Pkg
EXPRESS_SAVER,505,65.0,753.1,Doc & Pkg
EXPRESS_SAVER,6,65.0,200.03,Doc & Pkg
EXPRESS_SAVER,7,65.0,224.68,Doc & Pkg
EXPRESS_SAVER,8,65.0,681.99,Doc & Pkg
EXPRESS_SAVER,9,65.0,199.72,Doc & Pkg
EXPRESS_SAVER,10,65.0,271.64,Doc & Pkg
EXPRESS_SAVER,11,65.0,509.37,Doc & Pkg
EXPRESS_SAVER,12,65.0,678.53,Doc & Pkg
EXPRESS_SAVER,13,65.0,797.25,Doc & Pkg
EXPRESS_SAVER,703,65.0,113.45,Doc & Pkg
EXPRESS_SAVER,11,65.0,396.18,Doc & Pkg
EXPRESS_SAVER,12,65.0,474.97,Doc & Pkg
EXPRESS_SAVER,13,65.0,558.07,Doc & Pkg
EXPRESS_SAVER,703,65.0,113.45,Doc & Pkg
EXPRESS_SAVER,3,70.0,115.74,Doc & Pkg
EXPRESS_SAVER,4,70.0,184.97,Doc & Pkg
EXPRESS_SAVER,5,70.0,185.12,Doc & Pkg
EXPRESS_SAVER,8,70.0,729.26,Doc & Pkg
EXPRESS_SAVER,51,70.0,421.38,Doc & Pkg
EXPRESS_SAVER,52,70.0,433.74,Doc & Pkg
EXPRESS_SAVER,505,70.0,796.15,Doc & Pkg
EXPRESS_SAVER,6,70.0,212.87,Doc & Pkg
EXPRESS_SAVER,7,70.0,239.18,Doc & Pkg
EXPRESS_SAVER,8,70.0,729.26,Doc & Pkg
EXPRESS_SAVER,9,70.0,212.85,Doc & Pkg
EXPRESS_SAVER,10,70.0,290.27,Doc & Pkg
EXPRESS_SAVER,11,70.0,545.0,Doc & Pkg
EXPRESS_SAVER,12,70.0,725.99,Doc & Pkg
EXPRESS_SAVER,13,70.0,855.26,Doc & Pkg
EXPRESS_SAVER,703,70.0,119.83,Doc & Pkg
EXPRESS_SAVER,11,70.0,423.89,Doc & Pkg
EXPRESS_SAVER,12,70.0,508.19,Doc & Pkg
EXPRESS_SAVER,13,70.0,598.68,Doc & Pkg
EXPRESS_SAVER,703,70.0,119.83,Doc & Pkg
EXPRESS_SAVER,3,9999999.0,1.65,Doc & Pkg
EXPRESS_SAVER,4,9999999.0,2.64,Doc & Pkg
EXPRESS_SAVER,5,9999999.0,2.64,Doc & Pkg
EXPRESS_SAVER,8,9999999.0,10.42,Doc & Pkg
EXPRESS_SAVER,51,9999999.0,6.02,Doc & Pkg
EXPRESS_SAVER,52,9999999.0,6.2,Doc & Pkg
EXPRESS_SAVER,505,9999999.0,11.37,Doc & Pkg
EXPRESS_SAVER,6,9999999.0,3.04,Doc & Pkg
EXPRESS_SAVER,7,9999999.0,3.42,Doc & Pkg
EXPRESS_SAVER,8,9999999.0,10.42,Doc & Pkg
EXPRESS_SAVER,9,9999999.0,3.04,Doc & Pkg
EXPRESS_SAVER,10,9999999.0,4.15,Doc & Pkg
EXPRESS_SAVER,11,9999999.0,7.78,Doc & Pkg
EXPRESS_SAVER,12,9999999.0,10.37,Doc & Pkg
EXPRESS_SAVER,13,9999999.0,12.22,Doc & Pkg
EXPRESS_SAVER,703,9999999.0,1.71,Doc & Pkg
EXPRESS_SAVER,11,9999999.0,6.05,Doc & Pkg
EXPRESS_SAVER,12,9999999.0,7.26,Doc & Pkg
EXPRESS_SAVER,13,9999999.0,8.55,Doc & Pkg
EXPRESS_SAVER,703,9999999.0,1.71,Doc & Pkg
STANDARD,1,1.0,4.39,Pkg
STANDARD,2,1.0,4.39,Pkg
STANDARD,3,1.0,4.39,Pkg
STANDARD,4,1.0,4.39,Pkg
STANDARD,11,1.0,4.37,Pkg
STANDARD,22,1.0,4.39,Pkg
STANDARD,33,1.0,4.39,Pkg
STANDARD,4,1.0,4.41,Pkg
STANDARD,4,1.0,8.36,Pkg
STANDARD,5,1.0,5.62,Pkg
STANDARD,6,1.0,5.62,Pkg
STANDARD,7,1.0,5.62,Pkg
STANDARD,61,1.0,5.62,Pkg
STANDARD,71,1.0,5.62,Pkg
STANDARD,504,1.0,35.45,Pkg
STANDARD,505,1.0,51.85,Pkg
STANDARD,506,1.0,68.35,Pkg
STANDARD,507,1.0,102.3,Pkg
STANDARD,8,1.0,19.42,Pkg
STANDARD,9,1.0,117.95,Pkg
STANDARD,704,1.0,13.07,Pkg
STANDARD,705,1.0,13.07,Pkg
STANDARD,706,1.0,13.06,Pkg
STANDARD,707,1.0,13.07,Pkg
STANDARD,1,2.0,4.92,Pkg
STANDARD,2,2.0,4.92,Pkg
STANDARD,3,2.0,4.92,Pkg
STANDARD,4,2.0,4.92,Pkg
STANDARD,11,2.0,4.91,Pkg
STANDARD,22,2.0,4.92,Pkg
STANDARD,33,2.0,4.92,Pkg
STANDARD,4,2.0,4.94,Pkg
STANDARD,4,2.0,9.02,Pkg
STANDARD,5,2.0,6.15,Pkg
STANDARD,6,2.0,6.15,Pkg
STANDARD,7,2.0,6.15,Pkg
STANDARD,61,2.0,6.15,Pkg
STANDARD,71,2.0,6.15,Pkg
STANDARD,504,2.0,37.5,Pkg
STANDARD,505,2.0,57.05,Pkg
STANDARD,506,2.0,75.7,Pkg
STANDARD,507,2.0,105.25,Pkg
STANDARD,8,2.0,22.54,Pkg
STANDARD,9,2.0,133.45,Pkg
STANDARD,704,2.0,13.7,Pkg
STANDARD,705,2.0,13.7,Pkg
STANDARD,706,2.0,13.7,Pkg
STANDARD,707,2.0,13.69,Pkg
STANDARD,1,3.0,4.92,Pkg
STANDARD,2,3.0,4.92,Pkg
STANDARD,3,3.0,4.92,Pkg
STANDARD,4,3.0,4.92,Pkg
STANDARD,11,3.0,4.89,Pkg
STANDARD,22,3.0,4.92,Pkg
STANDARD,33,3.0,4.92,Pkg
STANDARD,4,3.0,4.94,Pkg
STANDARD,4,3.0,9.65,Pkg
STANDARD,5,3.0,7.1,Pkg
STANDARD,6,3.0,7.1,Pkg
STANDARD,7,3.0,7.1,Pkg
STANDARD,61,3.0,7.1,Pkg
STANDARD,71,3.0,7.1,Pkg
STANDARD,504,3.0,39.35,Pkg
STANDARD,505,3.0,62.4,Pkg
STANDARD,506,3.0,82.6,Pkg
STANDARD,507,3.0,108.45,Pkg
STANDARD,8,3.0,24.57,Pkg
STANDARD,9,3.0,148.95,Pkg
STANDARD,704,3.0,14.24,Pkg
STANDARD,705,3.0,14.24,Pkg
STANDARD,706,3.0,14.24,Pkg
STANDARD,707,3.0,14.24,Pkg
STANDARD,1,4.0,4.92,Pkg
STANDARD,2,4.0,4.92,Pkg
STANDARD,3,4.0,4.92,Pkg
STANDARD,4,4.0,4.92,Pkg
STANDARD,11,4.0,4.9,Pkg
STANDARD,22,4.0,4.92,Pkg
STANDARD,33,4.0,4.92,Pkg
STANDARD,4,4.0,4.95,Pkg
STANDARD,4,4.0,10.42,Pkg
STANDARD,5,4.0,7.1,Pkg
STANDARD,6,4.0,7.1,Pkg
STANDARD,7,4.0,10.2,Pkg
STANDARD,61,4.0,20.19,Pkg
STANDARD,71,4.0,20.18,Pkg
STANDARD,504,4.0,41.2,Pkg
STANDARD,505,4.0,67.75,Pkg
STANDARD,506,4.0,90.05,Pkg
STANDARD,507,4.0,111.45,Pkg
STANDARD,8,4.0,26.56,Pkg
STANDARD,9,4.0,164.35,Pkg
STANDARD,704,4.0,14.77,Pkg
STANDARD,705,4.0,14.77,Pkg
STANDARD,706,4.0,14.77,Pkg
STANDARD,707,4.0,14.77,Pkg
STANDARD,1,5.0,4.92,Pkg
STANDARD,2,5.0,4.92,Pkg
STANDARD,3,5.0,4.92,Pkg
STANDARD,4,5.0,4.92,Pkg
STANDARD,11,5.0,4.92,Pkg
STANDARD,22,5.0,4.92,Pkg
STANDARD,33,5.0,4.92,Pkg
STANDARD,4,5.0,4.94,Pkg
STANDARD,4,5.0,11.07,Pkg
STANDARD,5,5.0,7.1,Pkg
STANDARD,6,5.0,7.1,Pkg
STANDARD,7,5.0,10.84,Pkg
STANDARD,61,5.0,21.35,Pkg
STANDARD,71,5.0,21.35,Pkg
STANDARD,504,5.0,43.15,Pkg
STANDARD,505,5.0,72.9,Pkg
STANDARD,506,5.0,97.2,Pkg
STANDARD,507,5.0,115.1,Pkg
STANDARD,8,5.0,28.55,Pkg
STANDARD,9,5.0,179.85,Pkg
STANDARD,704,5.0,15.3,Pkg
STANDARD,705,5.0,15.3,Pkg
STANDARD,706,5.0,15.3,Pkg
STANDARD,707,5.0,15.31,Pkg
STANDARD,1,6.0,7.34,Pkg
STANDARD,2,6.0,7.34,Pkg
STANDARD,3,6.0,7.34,Pkg
STANDARD,4,6.0,7.34,Pkg
STANDARD,11,6.0,7.33,Pkg
STANDARD,22,6.0,7.34,Pkg
STANDARD,33,6.0,7.34,Pkg
STANDARD,4,6.0,7.38,Pkg
STANDARD,4,6.0,11.7,Pkg
STANDARD,5,6.0,9.02,Pkg
STANDARD,6,6.0,9.02,Pkg
STANDARD,7,6.0,11.47,Pkg
STANDARD,61,6.0,22.41,Pkg
STANDARD,71,6.0,22.41,Pkg
STANDARD,504,6.0,44.9,Pkg
STANDARD,505,6.0,85.15,Pkg
STANDARD,506,6.0,111.05,Pkg
STANDARD,507,6.0,141.15,Pkg
STANDARD,8,6.0,30.14,Pkg
STANDARD,9,6.0,187.25,Pkg
STANDARD,704,6.0,15.83,Pkg
STANDARD,705,6.0,15.83,Pkg
STANDARD,706,6.0,15.83,Pkg
STANDARD,707,6.0,15.83,Pkg
STANDARD,1,7.0,7.34,Pkg
STANDARD,2,7.0,7.34,Pkg
STANDARD,3,7.0,7.34,Pkg
STANDARD,4,7.0,7.34,Pkg
STANDARD,11,7.0,7.31,Pkg
STANDARD,22,7.0,7.34,Pkg
STANDARD,33,7.0,7.34,Pkg
STANDARD,4,7.0,7.39,Pkg
STANDARD,4,7.0,12.37,Pkg
STANDARD,5,7.0,9.02,Pkg
STANDARD,6,7.0,9.02,Pkg
STANDARD,7,7.0,12.1,Pkg
STANDARD,61,7.0,23.47,Pkg
STANDARD,71,7.0,23.47,Pkg
STANDARD,504,7.0,46.8,Pkg
STANDARD,505,7.0,97.2,Pkg
STANDARD,506,7.0,124.85,Pkg
STANDARD,507,7.0,167.75,Pkg
STANDARD,8,7.0,31.72,Pkg
STANDARD,9,7.0,194.55,Pkg
STANDARD,704,7.0,16.36,Pkg
STANDARD,705,7.0,16.36,Pkg
STANDARD,706,7.0,16.36,Pkg
STANDARD,707,7.0,16.37,Pkg
STANDARD,1,8.0,7.34,Pkg
STANDARD,2,8.0,7.34,Pkg
STANDARD,3,8.0,7.34,Pkg
STANDARD,4,8.0,7.34,Pkg
STANDARD,11,8.0,7.3,Pkg
STANDARD,22,8.0,7.34,Pkg
STANDARD,33,8.0,7.34,Pkg
STANDARD,4,8.0,7.37,Pkg
STANDARD,4,8.0,13.02,Pkg
STANDARD,5,8.0,9.02,Pkg
STANDARD,6,8.0,9.02,Pkg
STANDARD,7,8.0,12.75,Pkg
STANDARD,61,8.0,24.54,Pkg
